Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2021,6,12,2,508,1581,1860,503,B6,2513,TN321,127,228,41,0,5,JFK,ORD,857,21,29,0,None,0,0,0,0,0,0
2020,4,3,5,2104,1105,1173,1270,F9,8686,TN321,311,263,364,0,3,DFW,JFK,976,10,43,0,None,0,0,0,0,0,0
2020,8,10,1,381,1107,2032,737,F9,1246,TN789,147,213,381,7,0,LAX,SFO,872,27,15,0,None,0,1,0,21,0,0
2018,9,15,3,1180,174,1389,791,AA,6117,TN456,448,64,449,0,21,LAX,DFW,1988,12,0,0,None,0,0,0,0,0,0
2022,1,10,4,1845,1851,156,1370,WN,9334,TN456,252,432,72,29,15,ATL,JFK,479,7,44,0,None,0,7,0,22,3,0
2021,4,24,2,1186,841,2127,196,B6,4232,TN321,281,238,294,0,0,ATL,SFO,831,19,46,0,None,0,0,0,0,0,0
2019,4,23,3,274,1872,1891,1130,F9,978,TN123,109,389,68,0,7,DEN,DEN,2667,4,28,0,None,0,0,0,0,0,0
2020,2,18,4,1718,1886,1296,743,F9,8734,TN321,343,92,36,3,0,LAX,DEN,986,18,41,0,None,0,18,0,0,0,0
2018,6,1,1,1100,954,1741,1636,UA,6723,TN321,199,111,146,0,0,DFW,DEN,2565,19,29,0,None,0,0,0,0,0,0
2018,3,3,2,1860,1595,1813,1183,AA,9595,TN789,442,292,174,0,0,LAX,JFK,2520,25,21,0,None,0,0,0,0,0,0
2021,7,21,5,2091,2288,231,1630,UA,9003,TN321,186,284,294,0,5,DEN,DFW,1116,7,14,1,C,0,0,0,0,0,0
2020,11,26,1,717,339,159,1951,NK,4508,TN456,422,440,254,0,6,JFK,LAX,1439,6,19,0,None,1,0,0,0,0,0
2022,11,27,6,317,743,343,2038,NK,3493,TN321,363,68,305,0,7,LAX,JFK,2632,21,37,0,None,0,0,0,0,0,0
2020,5,12,4,533,1494,204,1336,UA,4926,TN456,406,315,97,19,0,ATL,LAX,1784,4,22,0,None,0,13,8,11,2,0
2021,4,1,2,1608,1848,304,925,AA,1134,TN123,357,52,193,0,0,ATL,LAX,318,8,30,0,None,0,0,0,0,0,0
2021,5,3,2,1776,14,1383,234,B6,4866,TN456,31,113,125,25,0,SFO,LAX,1621,28,56,0,None,0,8,20,7,4,9
2020,8,3,7,2284,1988,399,478,AA,7770,TN456,232,436,339,0,17,DEN,SFO,2396,11,16,0,None,0,0,0,0,0,0
2021,3,5,7,1244,207,2153,665,DL,8761,TN321,287,332,51,11,0,DEN,DEN,2421,28,59,0,None,0,9,19,15,0,0
2020,7,19,1,1333,1083,985,1123,UA,3001,TN456,280,235,426,25,8,ATL,LAX,2515,3,34,0,None,0,4,4,20,0,10
2019,6,25,2,1200,2207,1805,1387,DL,9514,TN456,396,461,311,0,0,ATL,SFO,928,2,1,0,None,0,0,0,0,0,0
2020,12,1,4,1794,396,951,641,AA,7667,TN123,175,124,29,13,11,LAX,ORD,296,10,46,0,None,0,17,16,5,0,0
2020,1,4,1,2085,1957,1444,1516,AA,6705,TN456,354,92,334,0,5,DEN,DFW,1797,21,52,0,None,0,0,0,0,0,0
2021,7,26,5,1454,793,2096,574,F9,7366,TN456,407,405,121,0,0,JFK,LAX,2073,17,30,0,None,0,0,0,0,0,0
2021,7,26,1,1933,208,205,1721,NK,6633,TN321,470,166,137,0,11,LAX,DEN,2758,24,25,0,None,0,0,0,0,0,0
2018,12,4,1,746,1156,1241,1018,B6,1768,TN789,484,180,176,1,2,ATL,LAX,2749,21,30,0,None,0,9,0,0,0,0
2018,1,17,5,840,432,1841,1327,UA,2075,TN321,436,146,286,24,0,DFW,DFW,768,18,7,0,None,0,2,8,19,5,32
2019,9,14,6,1518,1754,1459,399,NK,1142,TN123,304,220,441,0,6,DEN,ATL,2060,1,15,0,None,0,0,0,0,0,0
2018,6,18,7,2172,582,1345,594,WN,1078,TN321,48,231,264,16,20,SFO,ATL,809,8,11,0,None,0,16,16,14,8,0
2020,12,27,4,1088,431,230,1456,AA,4600,TN456,471,460,98,0,0,LAX,JFK,189,9,52,0,None,0,0,0,0,0,0
2021,2,1,6,792,1297,1510,1595,F9,6121,TN789,397,279,179,2,8,DEN,DEN,821,18,55,0,None,0,8,0,0,0,0
2018,5,22,6,1267,350,882,116,WN,8344,TN321,496,116,110,0,6,DFW,DEN,2820,5,18,0,None,0,0,0,0,0,0
2018,11,16,6,1550,133,2331,382,UA,4833,TN321,462,103,377,0,0,JFK,DEN,1058,8,43,0,None,0,0,0,0,0,0
2019,4,3,7,2273,638,1509,858,DL,8671,TN123,458,351,148,19,0,ORD,LAX,1219,18,57,0,None,0,3,26,2,1,0
2019,7,23,3,292,1228,2323,2129,UA,1686,TN456,281,66,33,0,0,ATL,DFW,1853,27,12,0,None,0,0,0,0,0,0
2020,8,21,7,1404,116,432,1850,NK,3492,TN321,313,154,406,0,10,DFW,DFW,1849,29,0,0,None,0,0,0,0,0,0
2021,11,9,6,1648,1290,1208,831,B6,1372,TN321,360,195,305,41,0,ORD,DFW,2437,24,12,0,None,0,11,6,0,8,29
2019,11,23,3,2213,1817,2263,872,WN,5460,TN789,79,30,178,3,0,LAX,ATL,1242,17,3,0,None,0,5,0,0,0,0
2018,1,4,5,1241,2196,2144,2117,F9,3424,TN123,424,461,148,0,2,DFW,DFW,148,19,50,0,None,0,0,0,0,0,0
2021,5,21,7,1075,1703,1142,386,NK,9889,TN456,340,367,193,0,17,ORD,DEN,2671,25,44,0,None,0,0,0,0,0,0
2021,3,5,4,1397,1847,1817,2006,WN,3977,TN321,166,320,417,33,20,DFW,SFO,2401,18,47,0,None,0,13,25,2,5,21
2018,1,11,6,1693,2226,1007,296,DL,1399,TN789,427,100,439,0,0,ORD,LAX,2297,22,30,0,None,0,0,0,0,0,0
2019,12,21,2,1037,2195,617,718,NK,5362,TN321,255,137,193,20,4,LAX,ATL,411,26,7,0,None,0,2,18,23,0,0
2018,3,26,5,1363,464,396,1598,F9,1402,TN321,250,115,439,0,10,LAX,JFK,764,3,26,0,None,0,0,0,0,0,0
2021,6,9,3,1562,975,317,2225,DL,9901,TN123,142,210,446,12,10,LAX,LAX,1764,3,7,0,None,0,6,12,18,0,0
2022,7,26,7,1112,2025,2189,1966,AA,1413,TN789,178,54,380,0,1,LAX,ORD,301,16,55,0,None,0,0,0,0,0,0
2022,8,3,4,2088,1028,456,1182,NK,6431,TN789,77,327,62,1,27,LAX,SFO,1797,25,50,0,None,0,17,0,0,0,0
2020,11,6,1,1291,525,500,10,UA,3231,TN456,87,180,418,13,21,JFK,DEN,884,12,23,0,None,0,18,4,8,0,0
2018,4,24,4,1161,2327,322,784,NK,7522,TN321,226,294,313,0,1,ORD,ATL,740,2,21,0,None,0,0,0,0,0,0
2018,3,11,4,1029,835,999,410,NK,5850,TN789,254,440,364,10,0,LAX,DEN,561,20,39,0,None,0,14,0,15,0,0
2020,5,9,6,241,1239,2315,2202,B6,6057,TN321,166,232,319,8,8,DFW,LAX,2552,20,28,0,None,0,18,0,8,0,0
2020,9,15,6,161,1538,877,1229,AA,4723,TN321,224,80,128,0,10,DFW,DFW,1129,3,8,0,None,0,0,0,0,0,0
2020,6,23,7,978,1910,678,598,UA,8110,TN456,235,249,261,58,3,LAX,SFO,2990,6,16,0,None,0,6,15,16,4,0
2021,9,28,7,517,1303,2061,823,DL,1265,TN456,47,86,74,0,5,DFW,ORD,2186,9,0,0,None,0,0,0,0,0,0
2018,6,3,3,897,131,1003,1121,B6,2260,TN789,297,111,74,0,25,LAX,DEN,759,12,43,0,None,0,0,0,0,0,0
2021,2,1,7,782,392,154,18,DL,363,TN321,244,193,353,34,26,JFK,ORD,2999,25,31,0,None,0,10,10,19,7,1
2020,5,20,3,1179,480,100,312,F9,6277,TN789,235,447,235,0,14,DFW,LAX,1164,3,19,0,None,0,0,0,0,0,0
2018,12,22,6,84,2034,1066,1945,DL,9725,TN321,153,298,126,0,16,DEN,DEN,1725,6,0,0,None,0,0,0,0,0,0
2021,11,19,6,1735,1225,1334,230,WN,6421,TN789,45,212,332,7,15,SFO,DFW,422,21,24,0,None,0,7,0,12,0,0
2021,9,14,2,1033,461,620,43,UA,5385,TN789,194,459,203,0,0,SFO,ORD,2953,29,40,0,None,0,0,0,0,0,0
2020,8,17,2,137,1801,1628,2270,AA,6749,TN321,177,209,149,15,9,ATL,ATL,1407,29,26,0,None,0,11,12,24,0,0
2018,7,22,5,753,151,1014,1288,NK,9576,TN123,305,313,143,15,6,SFO,JFK,1374,21,22,0,None,0,5,17,19,0,0
2020,1,14,6,712,2269,2281,2318,WN,7832,TN456,428,115,437,0,21,DFW,LAX,2925,20,17,0,None,0,0,0,0,0,0
2018,4,17,1,2203,78,1951,2259,F9,667,TN321,262,140,68,34,7,DFW,DEN,1953,28,51,0,None,0,1,8,21,2,10
2022,12,25,2,579,1223,402,1519,UA,2813,TN789,54,187,339,0,15,SFO,ATL,1739,10,30,0,None,1,0,0,0,0,0
2019,7,27,3,553,1785,1171,1410,F9,2476,TN123,430,74,272,8,1,JFK,DFW,1815,15,27,0,None,0,19,0,7,0,0
2019,11,14,4,395,2146,2075,2294,UA,6974,TN789,297,67,362,0,13,SFO,DFW,2515,28,51,0,None,0,0,0,0,0,0
2019,7,12,7,1937,2024,258,820,UA,3101,TN123,394,49,411,0,7,ATL,ORD,314,23,41,0,None,0,0,0,0,0,0
2020,6,16,7,1686,2260,619,2119,B6,3402,TN321,455,483,88,3,0,SFO,LAX,1986,24,20,0,None,0,11,0,0,0,0
2022,8,1,5,1619,1836,1465,2342,WN,5016,TN456,324,126,446,41,13,DEN,JFK,981,11,11,0,None,0,3,29,7,4,30
2018,11,13,2,1157,1397,1973,170,AA,2552,TN789,469,460,337,13,18,ATL,DEN,2399,24,36,0,None,0,18,13,10,0,0
2021,6,6,4,1332,1075,1961,245,WN,2152,TN123,466,387,396,0,0,DFW,SFO,1874,5,23,0,None,0,0,0,0,0,0
2018,10,17,4,1889,1647,1652,1164,F9,6638,TN123,100,88,71,6,0,SFO,ATL,2984,4,50,0,None,0,3,0,19,0,0
2021,3,12,2,809,2182,875,1639,DL,388,TN456,229,492,52,0,6,LAX,DEN,2091,12,38,0,None,0,0,0,0,0,0
2018,4,23,1,169,410,1550,616,F9,5865,TN789,76,492,39,24,8,DEN,ATL,454,0,48,0,None,0,4,14,24,0,15
2022,3,19,1,2337,2008,1234,239,UA,3162,TN321,54,253,248,2,0,SFO,LAX,2131,14,32,0,None,0,3,0,0,0,0
2021,1,6,5,739,1493,542,1956,DL,2381,TN321,242,427,206,0,7,SFO,DFW,788,18,50,0,None,0,0,0,0,0,0
2020,10,7,1,1841,1135,452,2358,WN,8569,TN789,463,327,207,13,1,DFW,DFW,1498,7,16,0,None,0,15,26,11,0,0
2018,5,1,5,456,1548,403,1439,AA,4336,TN456,403,218,210,0,0,LAX,DEN,1721,10,58,0,None,0,0,0,0,0,0
2018,1,1,3,1325,784,1018,397,DL,1281,TN456,62,88,131,13,5,LAX,DEN,2009,0,32,0,None,0,8,11,16,0,0
2021,1,5,2,2093,1067,1428,1856,DL,744,TN456,487,37,203,24,0,SFO,ORD,1944,0,15,0,None,0,13,25,5,5,12
2020,2,6,4,1601,1420,882,922,NK,7357,TN123,243,342,312,0,11,JFK,ATL,2143,11,50,0,None,0,0,0,0,0,0
2020,4,16,5,1383,2009,1851,791,B6,3487,TN123,240,435,381,1,0,DEN,ORD,2025,15,26,0,None,0,12,0,0,0,0
2022,6,25,7,1284,1608,574,1906,WN,8024,TN456,58,131,380,8,8,DFW,ATL,961,7,40,0,None,0,2,0,3,0,0
2020,8,16,1,1146,2308,1458,1904,DL,1069,TN789,288,369,326,0,20,ORD,LAX,744,26,52,1,A,0,0,0,0,0,0
2020,3,14,7,230,742,1499,2069,WN,9201,TN321,68,50,304,6,0,LAX,DEN,997,13,27,0,None,0,1,0,22,0,0
2020,1,1,5,111,2063,1491,812,AA,6972,TN123,289,413,246,9,1,SFO,JFK,801,6,35,0,None,1,18,0,16,0,0
2019,3,13,6,592,2020,1162,903,DL,7527,TN456,194,441,156,0,21,JFK,ATL,198,17,6,0,None,0,0,0,0,0,0
2022,12,20,5,1238,661,110,1730,AA,8535,TN123,124,334,105,28,11,ATL,DFW,1000,21,33,0,None,0,17,22,9,7,15
2018,3,10,1,1887,1827,2200,831,F9,631,TN123,419,436,315,0,1,ORD,LAX,2562,12,53,0,None,0,0,0,0,0,0
2021,5,24,6,2129,2149,681,1394,DL,298,TN456,249,245,190,21,25,JFK,DFW,1826,12,45,0,None,0,8,24,2,8,31
2018,11,10,6,1099,950,768,1966,NK,8149,TN789,423,339,375,32,0,ATL,LAX,2110,8,57,0,None,0,3,21,24,1,10
2022,12,9,1,1526,24,278,1044,UA,8890,TN321,297,260,298,20,0,DEN,ATL,2370,23,0,0,None,0,10,7,21,1,0
2021,12,13,6,1969,1616,362,2207,B6,5317,TN789,147,265,378,0,0,JFK,DFW,2902,21,3,0,None,0,0,0,0,0,0
2022,4,3,2,951,17,1648,743,B6,1506,TN123,95,180,271,22,11,SFO,SFO,1455,17,53,0,None,0,14,8,10,4,12
2020,4,27,4,1502,569,1431,812,B6,2826,TN789,416,97,27,47,0,LAX,JFK,1653,26,25,0,None,0,3,15,22,1,4
2021,9,18,7,371,1016,1198,1579,AA,8571,TN789,222,75,93,1,23,LAX,JFK,2262,2,19,0,None,0,3,0,0,0,0
2020,7,20,2,2311,1355,600,1375,WN,8898,TN321,349,481,339,4,0,DEN,ATL,2352,2,54,0,None,0,18,0,0,0,0
2018,4,2,2,109,1592,1158,2227,NK,2415,TN456,64,251,170,20,9,LAX,ORD,2588,13,50,0,None,0,3,24,19,8,0
2018,3,17,1,2354,830,2341,1650,B6,5657,TN456,437,269,112,0,3,JFK,LAX,2859,8,12,0,None,0,0,0,0,0,0
2021,6,28,1,1223,1035,1518,2260,F9,8963,TN456,204,185,395,0,10,ORD,DEN,1990,15,34,0,None,0,0,0,0,0,0
2021,3,19,7,225,1932,1838,529,DL,9287,TN789,141,124,384,13,9,JFK,DFW,2522,24,9,1,D,0,3,24,13,0,0
2022,6,23,4,2232,2210,870,1418,DL,5148,TN789,337,126,115,5,4,ORD,JFK,2127,4,7,0,None,0,14,0,0,0,0
2022,11,13,5,30,1306,1442,2074,UA,4445,TN321,319,335,161,0,0,JFK,ATL,866,29,17,0,None,0,0,0,0,0,0
2020,11,13,2,613,1752,1341,938,AA,7548,TN456,369,112,99,12,6,DEN,DFW,2535,12,16,0,None,0,14,18,22,0,0
2021,12,1,6,1794,871,2120,284,DL,9424,TN321,109,274,378,0,21,JFK,ATL,1057,26,4,0,None,0,0,0,0,0,0
2018,9,2,4,98,834,2306,1820,DL,1447,TN321,140,92,259,12,0,SFO,ORD,2449,20,29,0,None,0,8,6,1,0,0
2022,6,1,2,1362,856,1381,648,NK,2403,TN789,438,39,292,8,0,DFW,DEN,938,7,30,0,None,0,11,0,9,0,0
2022,12,24,5,810,969,1171,188,UA,5643,TN456,482,118,39,7,12,SFO,DFW,1016,28,38,0,None,0,17,0,17,0,0
2018,4,5,6,1820,592,1248,1725,UA,1827,TN123,442,194,390,4,6,LAX,SFO,2975,18,51,0,None,0,13,0,0,0,0
2022,5,24,2,813,254,1128,1222,WN,7919,TN123,121,426,31,0,23,JFK,DFW,784,8,23,0,None,1,0,0,0,0,0
2020,6,3,3,1821,2114,1561,1125,WN,3848,TN789,477,355,143,0,11,JFK,ATL,2226,20,16,0,None,0,0,0,0,0,0
2021,11,28,7,1019,602,1284,478,WN,1093,TN789,466,315,141,40,21,SFO,ATL,581,8,52,0,None,0,5,12,2,2,35
2018,3,7,4,2135,1065,570,2043,DL,4678,TN789,215,244,347,32,28,ORD,DFW,2809,9,33,0,None,0,2,27,22,2,36
2021,8,24,7,1086,1811,1949,2025,UA,1721,TN789,70,365,444,0,0,ATL,JFK,2340,8,42,0,None,0,0,0,0,0,0
2022,4,22,1,921,1839,1977,516,F9,883,TN123,116,101,248,13,1,LAX,ORD,361,11,34,0,None,0,10,24,17,0,0
2022,8,13,2,1410,1809,1980,1888,AA,124,TN456,253,237,104,0,19,ORD,DFW,2742,11,14,0,None,0,0,0,0,0,0
2018,10,23,6,1482,1257,446,1550,WN,3491,TN321,80,168,435,0,4,ORD,LAX,1022,10,53,0,None,0,0,0,0,0,0
2020,10,28,6,1659,965,782,1540,F9,5798,TN123,155,275,440,0,0,SFO,SFO,2029,19,10,0,None,0,0,0,0,0,0
2019,3,18,4,1917,1737,1280,2277,B6,603,TN456,175,408,385,0,0,ORD,SFO,2274,17,33,0,None,0,0,0,0,0,0
2018,10,24,4,796,484,943,1137,DL,3832,TN789,70,158,293,0,0,DFW,JFK,1306,6,7,0,None,0,0,0,0,0,0
2019,7,21,7,1957,38,636,1539,AA,5461,TN321,384,499,48,19,0,DEN,SFO,773,0,14,0,None,0,1,26,1,0,0
2019,11,7,6,1012,10,530,1748,DL,8497,TN456,474,431,154,0,12,DFW,SFO,2598,6,35,1,A,0,0,0,0,0,0
2020,12,1,6,345,623,118,33,F9,6947,TN456,392,129,59,10,0,SFO,LAX,1686,0,57,0,None,0,3,0,8,0,0
2019,9,5,6,723,408,65,295,WN,3229,TN321,53,40,120,0,0,SFO,DFW,1233,13,54,0,None,0,0,0,0,0,0
2019,4,17,2,1101,2155,2292,1429,F9,9444,TN456,332,369,395,2,16,JFK,ORD,179,12,36,0,None,0,9,0,0,0,0
2020,8,28,6,1388,2027,2104,1150,F9,9129,TN456,313,423,153,0,0,ATL,JFK,1546,20,22,1,B,0,0,0,0,0,0
2019,3,8,1,1037,1117,1067,2189,NK,6509,TN321,65,205,423,10,19,ATL,ATL,925,12,38,0,None,0,4,0,10,0,0
2019,7,15,6,135,2131,1913,1987,DL,2314,TN321,306,346,330,0,13,DEN,JFK,2036,16,25,0,None,0,0,0,0,0,0
2019,3,20,1,1327,2105,423,647,WN,3290,TN123,213,423,348,4,9,JFK,SFO,506,7,33,0,None,0,6,0,0,0,0
2018,12,4,2,791,604,394,2175,DL,6997,TN789,354,386,200,1,0,DEN,ATL,2621,16,10,0,None,0,16,0,0,0,0
2018,7,2,4,78,968,1280,1709,WN,4845,TN789,183,407,219,38,0,ORD,DFW,1297,29,53,0,None,0,10,9,14,5,32
2018,11,5,1,1778,164,2040,1547,NK,2199,TN456,211,345,228,9,0,ATL,DEN,1747,12,11,0,None,0,7,0,6,0,0
2020,10,1,2,704,436,953,462,UA,8878,TN789,329,399,107,36,0,ORD,ATL,2538,21,7,0,None,0,1,18,17,5,0
2022,10,25,6,981,1679,1819,1209,UA,4236,TN123,446,179,144,0,0,DEN,LAX,2209,16,45,0,None,0,0,0,0,0,0
2019,11,5,2,1441,1809,1859,513,NK,8247,TN456,183,104,436,0,15,ATL,LAX,2154,14,7,0,None,0,0,0,0,0,0
2019,11,6,6,1265,1409,762,0,NK,3213,TN789,406,128,41,38,33,ORD,DEN,2674,1,40,0,None,0,4,13,12,4,33
2020,6,2,7,1074,1977,1629,1262,NK,4170,TN789,179,294,69,0,4,LAX,SFO,2272,12,4,0,None,0,0,0,0,0,0
2019,2,26,2,743,1161,1403,1078,NK,3207,TN456,433,428,258,0,3,JFK,SFO,2049,19,44,0,None,0,0,0,0,0,0
2018,11,26,4,374,813,442,1471,UA,642,TN321,31,272,233,5,0,LAX,DEN,1655,28,9,0,None,0,19,0,0,0,0
2022,3,1,1,1753,1829,1497,337,UA,4840,TN123,326,112,302,8,16,ORD,SFO,2086,27,2,0,None,0,12,0,15,0,0
2021,6,4,7,2253,292,156,1127,NK,6170,TN456,83,322,67,29,0,DFW,SFO,1491,7,42,0,None,0,11,10,24,4,0
2019,4,7,4,1991,1498,88,976,UA,7656,TN456,470,99,85,0,5,ORD,LAX,2457,2,36,0,None,0,0,0,0,0,0
2018,6,22,3,1334,461,2249,882,B6,62,TN789,431,257,416,19,30,ATL,DFW,1557,23,21,0,None,0,2,5,12,2,0
2021,1,26,6,591,2091,979,2245,DL,1224,TN321,418,201,149,40,5,DEN,SFO,2754,6,56,0,None,0,1,21,4,5,29
2022,10,1,1,1065,1106,461,1037,F9,493,TN789,275,482,321,27,0,ORD,DFW,532,27,24,0,None,0,13,11,1,5,25
2021,12,1,4,532,1434,379,1703,NK,6823,TN456,75,160,346,41,25,ATL,DFW,1884,21,3,0,None,0,13,23,18,1,17
2018,1,8,1,1176,710,400,871,UA,6612,TN456,104,39,403,5,31,ATL,LAX,2965,25,57,0,None,0,2,0,0,0,0
2021,3,20,3,1335,1647,1102,456,B6,1140,TN789,178,490,286,17,25,LAX,DEN,358,16,36,0,None,0,7,24,21,8,0
2020,8,16,5,1317,88,550,1549,NK,5491,TN321,435,417,258,0,1,ORD,SFO,1742,5,7,0,None,0,0,0,0,0,0
2021,8,21,6,597,1663,1409,365,B6,6795,TN456,32,85,45,54,15,JFK,ORD,2595,5,29,0,None,0,14,28,24,8,5
2019,11,13,6,112,1041,444,2157,DL,1256,TN123,38,453,210,22,25,DFW,LAX,346,25,8,0,None,0,16,5,21,1,3
2019,4,23,2,1135,1933,2099,2356,DL,2496,TN321,31,62,68,9,0,DFW,LAX,657,23,14,0,None,0,14,0,4,0,0
2020,6,24,6,1198,421,1967,159,WN,3286,TN456,267,273,338,3,0,DEN,ATL,1972,10,0,0,None,0,9,0,0,0,0
2018,8,26,6,1845,875,1917,843,WN,2256,TN321,57,255,40,0,9,DEN,DFW,2041,5,50,0,None,0,0,0,0,0,0
2019,7,23,4,1325,337,328,2102,UA,9194,TN321,319,257,98,0,0,LAX,ATL,1183,1,43,0,None,0,0,0,0,0,0
2022,11,18,7,1987,265,1931,1999,AA,1126,TN123,210,274,99,0,0,ORD,SFO,531,25,12,0,None,0,0,0,0,0,0
2019,7,20,6,1539,1378,1990,2303,WN,3882,TN456,344,446,28,0,0,DEN,JFK,2561,2,3,0,None,0,0,0,0,0,0
2019,4,10,6,733,1814,769,1638,AA,4106,TN321,295,473,168,17,0,ORD,JFK,1339,1,15,0,None,0,0,9,10,4,0
2018,9,12,3,1985,2264,1482,2311,F9,1147,TN456,112,434,391,21,0,JFK,SFO,1732,2,56,0,None,0,14,25,4,1,38
2021,12,1,7,995,320,124,232,WN,787,TN456,378,132,395,4,5,DFW,LAX,910,0,43,0,None,0,6,0,0,0,0
2019,10,10,3,2260,849,203,232,F9,259,TN321,282,226,74,11,7,ATL,JFK,2285,6,46,0,None,0,7,8,13,0,0
2020,6,9,1,252,718,642,557,B6,3850,TN789,287,404,316,1,0,DFW,LAX,1125,20,0,0,None,0,12,0,0,0,0
2021,12,3,1,123,991,1044,1949,B6,6431,TN321,77,330,25,26,8,LAX,LAX,1619,15,13,0,None,0,0,17,10,3,36
2022,11,28,6,1236,1808,589,1459,F9,6175,TN789,163,342,276,0,5,ORD,ORD,934,24,26,0,None,0,0,0,0,0,0
2018,3,19,6,623,716,1586,334,B6,4617,TN789,329,490,370,0,0,ATL,ATL,1591,15,25,0,None,0,0,0,0,0,0
2022,5,26,2,1539,984,1139,255,F9,8181,TN789,467,453,211,8,3,SFO,DEN,273,22,46,0,None,0,11,0,15,0,0
2021,5,9,1,1655,1939,54,1089,AA,716,TN789,228,238,408,0,7,SFO,DFW,1496,16,31,0,None,0,0,0,0,0,0
2021,5,10,4,1266,895,2339,771,UA,1644,TN321,321,411,248,0,8,ATL,DFW,1127,0,39,0,None,0,0,0,0,0,0
2021,8,19,6,1160,1176,1074,945,F9,124,TN789,165,221,266,12,16,LAX,ORD,698,17,1,0,None,0,17,4,12,0,0
2022,9,16,4,2294,1776,841,1111,WN,1774,TN456,112,156,301,50,15,ATL,ATL,1645,6,15,0,None,0,0,23,17,2,11
2021,9,24,6,440,2334,2301,310,WN,9114,TN321,295,39,276,7,3,ORD,DFW,2659,22,27,0,None,0,5,0,8,0,0
2022,6,18,4,2092,1459,491,1594,AA,2178,TN123,446,359,276,19,0,DFW,LAX,2664,8,48,0,None,0,5,4,18,4,0
2021,6,14,5,1016,1615,984,1281,F9,6890,TN789,387,95,112,0,0,SFO,SFO,2221,2,25,0,None,0,0,0,0,0,0
2020,9,3,4,553,1172,992,1581,B6,1504,TN321,248,387,233,12,6,ORD,ATL,701,15,10,0,None,0,17,1,17,0,0
2021,4,2,7,808,541,1994,2176,UA,5662,TN789,378,370,313,0,22,DEN,JFK,1203,2,22,0,None,0,0,0,0,0,0
2022,6,1,1,970,634,1932,789,WN,7095,TN456,48,478,60,0,0,SFO,DFW,1756,29,29,0,None,0,0,0,0,0,0
2019,4,18,6,1112,1349,960,2064,UA,2125,TN789,47,187,175,17,4,ATL,ATL,542,23,51,0,None,0,6,17,12,8,0
2021,11,24,1,1833,697,1886,341,UA,3255,TN321,400,285,152,0,0,ATL,ORD,2589,5,59,0,None,0,0,0,0,0,0
2019,1,9,7,1314,1952,2272,1002,DL,2414,TN456,208,367,424,0,7,SFO,DEN,506,18,30,0,None,0,0,0,0,0,0
2020,7,13,7,1274,2122,2045,837,UA,4388,TN789,52,64,338,0,0,ORD,DEN,2464,23,1,0,None,0,0,0,0,0,0
2018,10,2,4,98,1604,102,627,F9,6090,TN123,414,338,105,23,16,SFO,ATL,1012,13,19,0,None,0,12,22,2,4,16
2020,11,7,3,1479,497,969,1272,NK,5834,TN789,344,196,103,0,2,JFK,ORD,2293,2,28,0,None,0,0,0,0,0,0
2021,12,16,3,1614,721,1071,709,DL,157,TN789,273,397,415,0,0,LAX,DFW,2967,5,9,0,None,0,0,0,0,0,0
2019,6,21,7,300,1774,736,738,NK,9316,TN456,136,51,409,40,8,JFK,LAX,669,16,17,0,None,0,10,23,18,7,23
2019,9,19,3,1222,1363,1365,2224,AA,5004,TN789,160,96,432,7,7,ORD,SFO,2828,3,58,0,None,0,3,0,21,0,0
2022,7,25,6,1682,307,2280,1778,B6,5754,TN321,39,227,384,37,3,SFO,ATL,2641,21,30,0,None,0,9,18,16,6,2
2019,7,15,2,487,883,227,945,DL,918,TN321,408,129,267,12,0,DFW,SFO,690,20,3,0,None,0,2,27,22,0,0
2022,2,22,5,1424,1264,1720,494,NK,6254,TN456,228,365,379,0,0,LAX,ATL,2916,3,26,0,None,0,0,0,0,0,0
2018,12,11,4,1004,252,1615,34,UA,1703,TN321,334,224,54,12,3,ATL,DFW,2500,9,59,0,None,0,19,0,6,0,0
2021,11,1,2,476,935,2060,1430,B6,1666,TN123,341,129,268,11,30,JFK,LAX,2804,14,17,0,None,0,4,10,20,0,0
2022,9,21,3,1145,1243,444,1991,UA,5390,TN789,119,104,350,41,4,JFK,LAX,562,16,43,0,None,0,15,18,23,8,17
2018,10,7,4,1335,1752,1347,817,UA,7164,TN456,173,405,144,30,12,ATL,DFW,2449,19,30,0,None,0,9,7,8,4,11
2019,9,20,2,1135,1737,1619,9,DL,5808,TN321,324,46,71,18,15,LAX,ATL,937,16,6,0,None,0,15,18,14,3,0
2019,6,8,1,1705,1052,597,985,AA,2112,TN123,138,176,308,12,3,LAX,SFO,2486,10,18,0,None,0,14,4,24,0,0
2018,3,10,3,517,493,2204,1737,NK,3715,TN123,381,279,428,6,23,LAX,DFW,2554,25,38,0,None,0,19,0,21,0,0
2019,1,5,2,1220,958,1181,1558,UA,6984,TN456,233,284,289,0,0,ATL,DEN,1729,3,1,0,None,0,0,0,0,0,0
2018,4,9,6,229,2021,797,2142,F9,5111,TN456,73,217,240,26,7,ATL,SFO,2267,12,13,0,None,0,12,19,11,4,18
